Depreg,Mupreg,Mesreg,Anoreg,Diaocu,Mesocu,Anoocu,Depocu,Mupocu,Edadhom,Edadmuj,Gethom,Getmuj,Nachom,Nacmuj,Ocuhom,Ocumuj,Mever,Anover
22,2209,6,09,26,5,09,22,2201,35,17,2,9,320,320,6111,9711,5,1992
22,2201,5,09,27,4,09,22,2201,36,29,9,9,320,320,6111,9999,12,1992
22,2201,10,09,5,5,09,22,2201,37,34,2,9,320,320,7231,9711,10,1993
22,2203,10,09,10,9,09,22,2201,33,27,9,9,320,320,9712,9999,11,1993
22,2214,1,10,16,11,09,22,2201,999,999,9,9,99,99,9999,9999,6,1993
22,2203,10,09,25,9,09,22,2201,28,999,9,9,320,320,7231,9711,3,1993
11,1106,2,10,3,12,09,22,2201,999,999,9,9,99,99,9999,9999,9,1994
1,0101,6,09,24,3,09,22,2201,21,19,9,9,320,320,9712,9712,4,1994
22,2209,12,09,30,11,09,22,2201,19,19,9,9,320,320,9211,9711,2,1994
22,2201,6,09,29,5,09,22,2201,21,23,9,9,320,320,6111,9999,6,1995
22,2201,10,09,10,9,09,22,2201,26,23,9,9,320,320,9999,9999,3,1996
22,2201,12,09,15,12,09,22,2201,25,40,9,9,320,320,9999,9999,12,1996
22,2211,3,09,19,2,09,22,2201,23,19,9,9,320,320,6111,9711,8,1996
22,2204,8,09,20,7,09,22,2201,22,23,9,9,320,320,6111,9711,9,1997
22,2201,8,09,9,6,09,22,2201,19,14,9,9,320,320,9999,9999,7,1998
22,2201,9,09,15,6,09,22,2201,42,27,9,9,99,320,9999,9999,1,1998
22,2207,12,09,29,10,09,22,2201,28,999,9,9,320,320,9999,9999,8,1998
22,2201,6,09,4,5,09,22,2201,999,32,9,9,320,320,9999,9999,9,1999
1,0103,2,10,11,11,09,22,2201,999,999,9,9,99,99,9999,9999,9,1999
22,2203,10,09,16,9,09,22,2201,26,25,2,2,320,320,6111,9999,8,1999
22,2201,9,09,21,8,09,22,2201,28,23,9,9,320,320,9999,9999,7,1999
22,2203,4,09,31,3,09,22,2201,36,999,9,9,320,320,7536,9999,11,1999
1,0102,12,09,28,7,09,1,0102,22,27,9,9,320,320,9999,9999,6,2000
1,0102,1,10,15,10,09,1,0102,999,999,9,9,99,99,9999,9999,12,2007
1,0102,7,09,16,4,09,1,0102,23,18,9,9,320,320,9712,7531,5,1987
3,0302,12,09,12,11,09,3,0302,23,21,9,9,320,320,9999,9999,2,2005
3,0302,3,10,13,5,09,3,0302,999,999,9,9,99,99,9999,9999,6,1988
3,0302,6,09,1,3,09,3,0302,28,24,9,9,320,320,9999,9999,7,1992
10,1014,3,10,13,7,09,5,0502,999,999,9,9,99,99,9999,9999,2,2000
5,0502,12,09,20,8,09,5,0502,26,39,9,9,320,320,9999,9999,1,2000
5,0502,11,09,1,10,09,5,0502,17,17,9,9,320,320,9712,9712,11,2001
5,0502,10,09,18,8,09,5,0502,34,24,2,2,320,320,9712,9999,6,2001
5,0502,2,10,2,10,09,5,0502,999,999,9,9,99,99,9999,9999,4,2002
1,0114,10,09,7,8,09,5,0502,30,17,9,9,320,320,9999,9999,12,2002
5,0502,1,10,18,8,09,5,0502,999,999,9,9,99,99,9999,9999,4,2002
5,0502,6,10,11,5,09,5,0502,999,999,9,9,99,99,9999,9999,8,2003
5,0502,12,09,21,5,09,5,0502,21,19,9,9,320,320,9712,9712,6,2003
5,0502,9,09,27,4,09,5,0502,19,18,9,9,320,320,9712,9712,12,2005
5,0502,12,09,27,8,09,5,0502,27,20,9,9,320,320,9999,9999,10,2005
5,0513,7,09,27,3,09,5,0502,29,27,9,9,320,320,9999,9999,10,2005
5,0502,5,09,16,2,09,5,0502,51,22,2,2,320,320,5221,9998,9,2006
5,0502,3,09,2,2,09,5,0502,23,18,9,9,320,320,9712,9712,9,2007
5,0502,11,09,19,8,09,5,0502,28,31,9,9,320,320,9999,9999,11,2007
5,0502,7,09,20,4,09,5,0502,21,14,9,9,320,320,9712,9712,5,2007
5,0502,1,10,4,5,09,5,0502,999,999,9,9,99,99,9999,9999,2,1973
10,1001,6,09,22,4,09,5,0502,20,17,9,9,320,320,4131,9712,3,1973
5,0502,5,09,18,2,09,5,0502,26,17,9,9,320,320,6111,9711,2,1982
5,0513,9,09,19,6,09,5,0502,999,16,9,9,320,320,5221,9999,6,1984
1,0101,11,09,27,10,09,5,0502,57,51,9,9,320,320,3119,9711,4,1985
5,0502,5,10,18,12,09,5,0502,999,999,9,9,99,99,9999,9999,8,1989
5,0502,12,09,7,10,09,5,0502,39,38,9,9,320,320,9999,9999,4,1990
5,0507,11,09,15,5,09,5,0502,29,999,9,9,320,320,9999,9999,3,1990
5,0513,2,10,19,10,09,5,0502,999,999,9,9,99,99,9999,9999,7,1990
5,0502,11,09,11,9,09,5,0502,18,19,9,9,320,320,9999,9999,10,1991
5,0502,1,10,22,10,09,5,0502,999,999,9,9,99,99,9999,9999,7,1991
1,0101,3,10,3,11,09,5,0502,999,999,9,9,99,99,9999,9999,9,1992
1,0116,12,09,30,9,09,5,0502,26,25,9,9,320,320,9999,9999,10,1992
5,0502,5,09,17,3,09,5,0502,28,15,9,9,320,320,9999,9999,11,1993
5,0513,5,09,30,1,09,5,0502,18,17,9,9,320,320,9999,6111,1,1993
5,0502,2,10,1,10,09,5,0502,999,999,9,9,99,99,9999,9999,11,1994
5,0507,12,09,10,7,09,5,0502,20,16,9,9,320,320,9999,9999,6,1995
5,0502,2,10,15,10,09,5,0502,999,999,9,9,99,99,9999,9999,2,1995
5,0502,1,10,13,8,09,5,0502,999,999,9,9,99,99,9999,9999,5,1996
5,0503,6,10,16,10,09,5,0502,999,999,9,9,99,99,9999,9999,11,1997
5,0502,2,10,30,12,09,5,0502,999,999,9,9,99,99,9999,9999,12,1997
5,0502,1,10,16,11,09,5,0502,999,999,9,9,99,99,9999,9999,11,1998
5,0502,4,10,10,6,09,5,0502,999,999,9,9,99,99,9999,9999,11,1999
5,0502,12,09,18,8,09,5,0502,25,25,9,9,320,320,9712,2341,3,1999
5,0502,9,09,23,6,09,5,0502,24,19,9,9,320,320,9999,9999,12,1999
5,0502,9,09,24,4,09,5,0502,21,15,9,9,320,320,9999,9999,8,1999
6,0602,5,09,23,2,09,6,0602,22,22,9,9,320,320,9999,9999,11,2005
6,0602,2,10,16,12,09,6,0602,999,999,9,9,99,99,9999,9999,3,2006
6,0602,3,10,16,12,09,6,0602,999,999,9,9,99,99,9999,9999,7,2006
6,0602,1,10,17,9,09,6,0602,999,999,9,9,99,99,9999,9999,4,1968
6,0602,10,09,10,2,09,6,0602,25,24,9,9,320,320,9999,9711,1,1983
6,0602,12,09,18,8,09,6,0602,999,999,9,9,320,320,6111,9711,1,1994
8,0802,4,09,23,3,09,8,0802,26,22,9,9,320,320,9999,9999,6,1994
9,0902,10,09,10,8,09,9,0902,23,19,9,9,320,320,9712,9712,9,2007
9,0902,2,10,8,12,09,9,0902,999,999,9,9,99,99,9999,9999,10,1976
9,0902,3,09,25,2,09,9,0902,41,40,9,9,320,320,9712,9711,12,1988
9,0902,12,09,5,10,09,9,0902,31,32,2,2,320,320,9712,9712,12,1995
10,1002,8,09,9,6,09,10,1002,29,21,9,9,320,320,9712,9711,8,2001
10,1002,6,10,23,3,09,10,1002,999,999,9,9,99,99,9999,9999,4,2003
10,1002,8,09,16,2,09,10,1002,28,16,9,9,320,320,9999,9999,4,1977
10,1002,9,09,14,7,09,10,1002,24,17,9,9,320,320,6111,9711,12,1982
10,1002,2,09,19,1,09,10,1002,27,22,9,9,320,320,5221,9711,11,1985
10,1002,9,09,29,6,09,10,1002,39,32,2,2,320,320,7112,9711,6,1992
10,1002,5,09,16,4,09,10,1002,999,999,2,2,320,320,3114,9711,2,1993
10,1002,4,09,23,2,09,10,1002,16,15,9,9,320,320,6111,9711,2,1996
10,1002,4,09,12,2,09,10,1002,18,15,9,9,320,320,6111,9711,12,1997
11,1102,4,09,27,3,09,11,1102,26,24,9,9,320,320,6111,9711,6,2003
12,1202,10,09,31,7,09,12,1202,22,17,9,9,320,320,7512,9711,12,1991
12,1202,3,10,18,12,09,12,1202,999,999,9,9,99,99,9999,9999,2,1994
21,2102,7,09,25,6,09,21,2102,18,14,9,9,320,320,6111,9711,5,2007
21,2102,4,10,4,8,09,21,2102,999,999,9,9,99,99,9999,9999,10,1975
21,2102,4,10,4,8,09,21,2102,999,999,9,9,99,99,9999,9999,10,1975
21,2102,2,10,11,12,09,21,2102,999,999,9,9,99,99,9999,9999,7,1990
21,2102,12,09,21,10,09,21,2102,20,999,9,9,320,320,9999,9999,8,1997
22,2202,11,09,11,9,09,22,2202,31,28,2,2,320,320,9999,9999,5,2001
22,2202,11,09,23,9,09,22,2202,27,18,2,9,320,320,6111,9999,5,2001
22,2202,11,09,14,10,09,22,2202,999,999,2,9,320,320,9999,9999,8,2002
22,2202,6,10,26,8,09,22,2202,999,999,9,9,99,99,9999,9999,3,2008
22,2202,6,09,30,4,09,22,2202,22,19,9,9,320,320,9211,9711,10,1984
22,2202,4,09,3,3,09,22,2202,38,21,9,9,320,320,9999,9999,2,1996
22,2202,5,10,12,4,09,22,2202,999,999,9,9,99,99,9999,9999,1,1996
22,2202,11,09,27,8,09,22,2202,23,18,9,9,320,320,8332,9998,4,1996
22,2202,5,09,6,4,09,22,2202,999,999,9,9,320,320,5221,9998,3,1999
22,2202,2,10,30,12,09,22,2202,999,999,9,9,99,99,9999,9999,3,1999
1,0103,7,09,15,5,09,1,0103,23,25,9,9,320,320,7231,2643,7,2007
1,0103,7,09,5,6,09,1,0103,76,50,9,9,320,320,3522,9711,1,2008
1,0103,8,09,1,7,09,1,0103,19,20,9,2,320,320,6111,9711,12,1978
3,0303,11,09,29,6,09,3,0303,19,19,9,9,320,320,6111,9999,6,2002
4,0403,11,09,6,5,09,4,0403,63,61,9,9,320,320,6111,9711,4,2008
4,0403,1,10,1,9,09,4,0403,999,999,9,9,99,99,9999,9999,2,1981
5,0503,3,09,26,1,09,5,0503,17,17,9,9,320,320,9999,9999,10,1997
9,0903,11,09,8,7,09,9,0903,17,16,9,9,320,320,9999,9999,7,2005
9,0903,2,10,28,12,09,9,0903,999,999,9,9,99,99,9999,9999,3,1963
9,0903,9,09,28,8,09,9,0903,22,23,9,9,320,320,5221,9711,4,1984
9,0903,11,09,28,10,09,9,0903,999,26,9,9,320,320,9712,9711,2,1988
9,0903,8,09,29,7,09,9,0903,19,25,9,9,320,320,9999,9999,6,1994
9,0903,8,09,13,7,09,9,0903,17,15,9,9,320,320,9712,9712,9,1999
10,1003,3,10,16,9,09,10,1003,999,999,9,9,99,99,9999,9999,6,2003
10,1003,11,09,28,8,09,10,1003,23,24,2,2,320,320,9712,9712,11,2004
10,1003,2,10,4,8,09,10,1003,999,999,9,9,99,99,9999,9999,2,1964
12,1203,3,10,25,8,09,12,1203,999,999,9,9,99,99,9999,9999,5,1998
14,1403,2,09,20,1,09,14,1403,999,999,9,9,320,320,9999,9999,2,1992
15,1503,2,10,12,11,09,15,1503,999,999,9,9,99,99,9999,9999,12,1996
17,1701,11,09,21,6,09,17,1703,24,16,9,9,99,99,4311,9999,3,2002
17,1701,11,09,17,9,09,17,1703,999,999,9,9,320,320,3412,9712,6,2003
17,1701,12,09,17,8,09,17,1703,22,16,9,9,320,320,9712,9712,3,2003
17,1711,1,10,9,3,09,17,1703,999,999,9,9,99,99,9999,9999,9,2004
17,1701,11,09,13,8,09,17,1703,25,19,9,9,320,320,4311,9999,12,2004
17,1703,4,10,13,7,09,17,1703,999,999,9,9,99,99,9999,9999,7,2005
17,1703,11,09,29,9,09,17,1703,17,15,9,9,320,320,9712,9999,5,2006
17,1703,3,10,29,9,09,17,1703,999,999,9,9,99,99,9999,9999,5,2006
17,1709,2,10,23,12,09,17,1703,999,999,9,9,99,99,9999,9999,5,1980
17,1711,4,10,5,11,09,17,1703,999,999,9,9,99,99,9999,9999,2,1981
19,1901,4,09,24,2,09,17,1703,24,22,9,9,320,320,9998,9712,9,1983
17,1707,8,09,15,7,09,17,1703,23,16,9,9,320,320,6111,9711,11,1984
17,1709,4,09,13,1,09,17,1703,999,14,2,9,320,320,6111,9711,8,1992
17,1703,7,09,26,6,09,17,1703,27,20,9,9,320,320,2221,2221,6,1995
17,1703,10,09,30,7,09,17,1703,21,18,9,9,320,320,9712,9712,6,1996
17,1701,8,09,18,7,09,17,1703,25,16,9,9,320,320,9712,9712,2,1997
17,1703,11,09,1,7,09,17,1703,24,22,9,9,320,320,2341,4311,12,1998
17,1703,8,09,16,7,09,17,1703,22,27,9,9,320,320,4311,4311,12,1998
20,2003,3,09,23,1,09,20,2003,39,17,2,9,320,320,6111,9711,2,1990
21,2103,4,10,13,11,09,21,2103,999,999,9,9,99,99,9999,9999,1,2000
21,2103,2,10,28,9,09,21,2103,999,999,9,9,99,99,9999,9999,1,2006
21,2103,4,09,6,3,09,21,2103,18,21,9,9,320,320,9211,9711,3,1988
21,2103,11,09,9,7,09,21,2103,28,18,9,9,320,320,9211,9711,3,1990
21,2103,5,09,30,3,09,21,2103,38,15,9,9,320,320,9211,9711,11,1991
21,2103,3,09,28,1,09,21,2103,41,32,9,9,320,320,9211,9711,6,1995
21,2103,6,09,3,4,09,21,2103,20,29,9,1,320,320,9211,9711,12,1996
22,2203,12,09,1,12,09,22,2203,25,34,9,9,320,320,9211,2341,4,1987
1,0104,10,09,16,5,09,1,0104,21,19,9,9,320,320,6111,9999,3,1990
1,0104,2,10,16,5,09,1,0104,999,999,9,9,99,99,9999,9999,3,1990
1,0104,4,09,6,2,09,1,0104,32,21,2,9,320,320,6111,9711,11,1998
2,0204,3,09,15,1,09,2,0204,23,21,9,9,320,320,4311,9712,8,1987
6,0604,9,09,8,9,09,6,0604,24,22,9,9,320,320,9211,9711,1,1972
6,0604,1,10,14,12,09,6,0604,999,999,9,9,99,99,9999,9999,5,1980
6,0604,1,10,23,6,09,6,0604,999,999,9,9,99,99,9999,9999,12,1987
6,0604,5,09,20,4,09,6,0604,999,33,2,9,320,320,6111,9711,4,1989
6,0604,11,09,8,9,09,6,0604,39,17,9,9,320,320,9712,9711,3,1991
7,0704,8,09,6,7,09,7,0704,22,19,9,9,320,320,9211,9712,6,2005
8,0804,1,10,7,12,09,8,0804,999,999,9,9,99,99,9999,9999,1,2005
9,0904,4,10,18,9,09,9,0904,999,999,9,9,99,99,9999,9999,10,2004
13,1304,7,09,13,5,09,13,1304,20,17,9,9,320,320,4311,2341,3,2002
13,1304,10,09,25,8,09,13,1304,999,14,2,9,320,320,6111,9711,7,2002
13,1304,12,09,6,11,09,13,1304,17,15,9,9,320,320,9999,9999,6,1993
14,1404,12,09,28,10,09,14,1404,24,19,9,9,320,320,9999,9999,11,2000
14,1404,9,09,13,2,09,14,1404,24,17,9,9,320,320,3412,9711,7,1986
14,1404,12,09,8,9,09,14,1404,999,27,9,9,320,320,9999,9999,4,1988
15,1504,10,09,12,6,09,15,1504,999,999,9,9,320,320,9999,9999,12,2000
15,1504,10,09,28,7,09,15,1504,999,54,2,9,320,320,6111,9711,3,1971
15,1504,9,09,31,8,09,15,1504,35,29,9,1,320,320,6111,9711,12,1995
16,1604,4,09,18,3,09,16,1604,999,19,9,9,320,320,9712,9712,3,2005
16,1604,8,09,11,3,09,16,1604,36,999,2,9,320,320,6111,9999,9,1993
17,1704,6,09,4,6,09,17,1704,34,30,2,2,320,320,6111,9711,10,1992
18,1804,7,09,22,5,09,18,1804,20,18,9,9,320,320,9999,9999,5,1980
19,1904,5,09,24,3,09,19,1904,999,19,9,9,320,320,8322,9711,8,2007
19,1904,5,09,2,4,09,19,1904,38,33,2,2,320,320,6111,9711,10,1994
22,2204,12,09,4,11,09,22,2204,999,999,9,9,320,320,9999,9999,8,2001
22,2204,3,09,19,2,09,22,2204,19,19,9,9,320,320,6111,9711,7,1971
22,2204,3,09,18,2,09,22,2204,21,14,9,9,320,320,6111,9711,5,1983
22,2204,2,09,29,1,09,22,2204,22,19,9,9,320,320,6111,9711,4,1989
22,2204,8,09,22,7,09,22,2204,23,18,9,9,320,320,6111,9711,6,1999
7,0705,2,10,14,7,09,7,0705,999,999,9,9,99,99,9999,9999,5,2003
8,0805,8,09,2,6,09,8,0805,16,16,9,9,320,320,5221,9711,11,2002
8,0805,1,10,10,9,09,8,0805,999,999,9,9,99,99,9999,9999,2,2004
8,0805,6,10,10,8,09,8,0805,999,999,9,9,99,99,9999,9999,10,2007
9,0905,5,09,22,4,09,9,0905,18,19,9,9,320,320,6111,9711,8,1981
10,1005,7,09,8,5,09,10,1005,16,21,9,2,320,320,6111,9711,7,2003
10,1005,3,10,23,12,09,10,1005,999,999,9,9,99,99,9999,9999,7,1996
17,1705,9,09,6,4,09,17,1705,16,15,9,9,320,320,6111,9711,4,2000
17,1706,7,09,17,6,09,17,1705,32,24,9,9,320,320,2341,2341,7,2004
17,1705,7,09,21,6,09,17,1705,35,29,9,9,320,320,6111,9711,4,2004
17,1705,2,10,16,11,09,17,1705,999,999,9,9,99,99,9999,9999,12,2005
17,1705,4,09,31,3,09,17,1705,22,999,1,9,320,320,9998,9711,2,2005
17,1710,8,09,16,3,09,17,1705,23,20,9,9,320,320,6111,9711,9,1979
17,1705,8,09,11,5,09,17,1705,20,15,9,9,320,320,6111,9711,12,1981
17,1705,11,09,27,8,09,17,1705,28,14,9,9,320,320,6111,9711,2,1993
17,1704,8,09,3,7,09,17,1705,38,29,2,2,320,320,6111,9711,3,1994
17,1705,9,09,16,2,09,17,1705,20,14,9,9,320,320,6111,9711,8,1996
17,1710,12,09,1,12,09,17,1705,19,26,9,2,320,320,6111,9712,8,1999
17,1705,2,09,14,1,09,17,1705,999,999,2,2,320,320,9999,9999,12,1999
18,1805,11,09,17,9,09,18,1805,33,38,9,9,320,320,6111,9711,12,2001
18,1805,11,09,5,8,09,18,1805,26,18,9,9,320,320,6111,9711,11,2002
18,1805,1,10,27,11,09,18,1805,999,999,9,9,99,99,9999,9999,9,2002
18,1805,4,10,3,12,09,18,1805,999,999,9,9,99,99,9999,9999,2,2003
18,1805,1,10,23,12,09,18,1805,999,999,9,9,99,99,9999,9999,12,2004
18,1805,3,10,21,8,09,18,1805,999,999,9,9,99,99,9999,9999,12,2005
18,1805,6,10,13,10,09,18,1805,999,999,9,9,99,99,9999,9999,11,1990
18,1805,4,09,16,3,09,18,1805,20,36,9,2,320,320,6111,9711,6,1992
19,1905,11,09,1,10,09,19,1905,41,40,9,9,36,320,9712,3343,6,1992
20,2005,3,10,19,8,09,20,2005,999,999,9,9,99,99,9999,9999,6,2007
22,2205,3,09,25,2,09,22,2205,23,17,9,9,320,320,9999,9999,12,2000
22,2205,10,09,13,7,09,22,2205,51,40,9,9,320,320,9999,9999,1,2003
22,2205,2,09,29,1,09,22,2205,999,999,9,9,320,320,9712,9712,11,2005
22,2205,12,09,28,10,09,22,2205,29,15,9,9,320,320,9999,9999,5,2006
22,2205,10,09,28,8,09,22,2205,999,999,9,9,69,320,9999,9999,7,2007
22,2205,10,09,9,10,09,22,2205,49,27,2,2,320,320,9211,3343,8,2008
22,2205,4,10,10,12,09,22,2205,999,999,9,9,99,99,9999,9999,4,2008
22,2205,8,09,6,5,09,22,2205,27,22,9,9,320,320,9999,9711,11,1979
22,2205,9,09,4,6,09,22,2205,999,999,9,9,320,320,9999,9999,1,1981
22,2205,8,09,23,7,09,22,2205,999,999,9,9,320,320,6111,9711,8,1988
22,2205,2,10,15,12,09,22,2205,999,999,9,9,99,99,9999,9999,1,1989
22,2205,10,09,21,7,09,22,2205,999,999,9,9,320,320,9999,9999,5,1992
22,2205,10,09,13,7,09,22,2205,999,999,9,9,320,320,9999,9999,5,1996
22,2205,5,09,15,4,09,22,2205,999,999,2,2,320,320,9999,9999,12,1999
6,0606,5,10,10,7,09,6,0606,999,999,9,9,99,99,9999,9999,2,2004
6,0606,2,10,19,11,09,6,0606,999,999,9,9,99,99,9999,9999,7,1983
6,0606,6,09,26,2,09,6,0606,21,17,9,9,320,320,9999,9999,6,1995
8,0806,1,10,7,12,09,8,0806,999,999,9,9,99,99,9999,9999,11,1991
9,0906,12,09,10,9,09,9,0906,48,48,9,9,320,320,9712,9711,6,1988
9,0906,4,09,2,3,09,9,0906,32,27,9,9,320,320,6111,9711,3,1998
10,1006,11,09,21,7,09,10,1006,999,18,9,9,320,320,9211,9711,2,1988
10,1006,3,10,1,12,09,10,1006,999,999,9,9,99,99,9999,9999,6,1998
10,1006,1,10,4,1,09,10,1006,999,999,9,9,99,99,9999,9999,5,1999
11,1106,11,09,26,10,09,11,1106,33,20,2,9,320,320,6111,9711,7,1997
14,1406,1,10,8,6,09,14,1406,999,999,9,9,99,99,9999,9999,6,2007
14,1406,3,10,17,9,09,14,1406,999,999,9,9,99,99,9999,9999,4,2007
14,1406,3,10,10,12,09,14,1406,999,999,9,9,99,99,9999,9999,2,1980
14,1406,6,09,16,2,09,14,1406,36,34,1,1,320,320,9999,9999,10,1993
14,1406,9,09,22,8,09,14,1406,31,30,1,1,320,320,9999,9711,8,1995
14,1406,9,09,3,8,09,14,1406,29,29,1,1,320,320,9999,9999,7,1998
16,1606,12,09,20,11,09,16,1606,21,18,9,9,320,320,9211,9711,2,2002
16,1606,11,09,3,9,09,16,1606,19,999,9,9,320,320,9999,9999,11,1983
16,1606,9,09,5,6,09,16,1606,49,55,9,9,320,320,6111,9711,1,1992
20,2006,6,09,28,4,09,20,2006,18,15,9,9,320,320,6111,5242,12,1994
21,2106,12,09,15,7,09,21,2106,999,999,2,2,320,320,6111,9711,1,1981
1,0107,11,09,1,9,09,1,0107,20,15,9,9,320,320,9999,9999,9,2001
1,0107,11,09,24,8,09,1,0107,30,25,9,9,320,320,9999,9999,10,2001
1,0107,10,09,2,9,09,1,0107,999,24,9,9,320,320,9999,9999,12,2004
1,0107,10,09,19,8,09,1,0107,25,20,9,9,320,320,6111,9711,10,1988
1,0107,1,10,21,10,09,1,0107,999,999,9,9,99,99,9999,9999,12,1988
2,0207,4,09,14,4,09,2,0207,21,999,9,9,320,320,9712,9712,7,2004
2,0207,9,09,26,8,09,2,0207,999,999,9,2,320,320,9712,3343,1,1984
2,0207,3,09,12,2,09,2,0207,999,999,9,2,320,320,6111,9711,6,1994
2,0207,10,09,5,10,09,2,0207,19,19,9,9,320,320,6111,9711,8,1998
12,1207,11,09,30,3,09,12,1207,999,999,9,9,320,320,9999,9999,8,1991
12,1207,1,10,25,11,09,12,1207,999,999,9,9,99,99,9999,9999,5,1998
13,1307,2,09,13,1,09,13,1307,999,999,9,9,320,320,9999,9999,10,1997
15,1507,2,10,22,10,09,15,1507,999,999,9,9,99,99,9999,9999,11,2000
15,1507,7,09,3,6,09,15,1507,999,999,9,9,320,320,8322,9711,7,2001
15,1507,7,09,15,4,09,15,1507,39,29,9,9,320,320,9712,9998,3,2008
15,1507,9,09,4,8,09,15,1507,999,20,9,9,320,320,9712,9712,1,1983
15,1507,8,09,10,6,09,15,1507,19,17,9,9,320,320,9999,9999,1,1991
15,1507,7,09,29,5,09,15,1507,23,30,9,9,320,320,9999,9712,1,1996
17,1707,3,09,12,3,09,17,1707,999,17,2,9,320,320,6111,9711,7,1999
21,2107,2,10,11,12,09,21,2107,999,999,9,9,99,99,9999,9999,12,1994
1,0114,2,10,1,7,09,1,0108,999,999,9,9,99,99,9999,9999,12,2000
1,0101,6,09,13,2,09,1,0108,33,31,9,9,320,320,1420,9711,1,2000
1,0101,4,10,18,5,09,1,0108,999,999,9,9,99,99,9999,9999,9,2000
1,0113,8,09,18,5,09,1,0108,21,21,9,9,320,320,9712,9712,9,2000
1,0108,3,10,23,10,09,1,0108,999,999,9,9,99,99,9999,9999,9,2000
22,2214,12,09,29,9,09,1,0108,23,14,9,9,320,320,9712,9712,3,2000
1,0108,7,09,2,7,09,1,0108,34,24,9,9,36,320,9712,9712,9,2001
1,0108,12,09,5,10,09,1,0108,18,18,9,9,320,320,9712,9712,8,2001
1,0108,12,09,11,9,09,1,0108,29,17,9,9,320,320,9712,9711,5,2002
1,0108,9,09,13,3,09,1,0108,56,30,9,9,320,320,9211,9711,8,2002
1,0114,10,09,17,8,09,1,0108,28,23,2,9,320,31,9712,3343,4,2002
1,0108,7,09,4,5,09,1,0108,25,18,9,9,320,320,6111,9711,6,2003
1,0108,9,09,28,5,09,1,0108,28,22,2,2,320,320,9712,9712,8,2003
1,0108,10,09,23,4,09,1,0108,26,23,9,9,320,320,9712,9712,10,2004
1,0108,3,10,6,11,09,1,0108,999,999,9,9,99,99,9999,9999,4,2005
1,0108,6,09,10,3,09,1,0108,22,23,9,9,320,320,9712,9712,10,2005
1,0108,11,09,11,9,09,1,0108,38,25,2,9,320,320,9712,9712,11,2005
1,0108,1,10,12,10,09,1,0108,999,999,9,9,99,99,9999,9999,7,2005
1,0101,5,09,17,3,09,1,0108,24,18,9,9,320,320,9712,9712,5,2005
1,0108,8,09,18,6,09,1,0108,999,999,9,9,320,320,4311,2341,12,2005
1,0108,4,10,19,11,09,1,0108,999,999,9,9,99,99,9999,9999,2,2005
1,0108,10,09,7,7,09,1,0108,19,999,9,9,320,38,9712,9712,8,2006
1,0108,9,09,19,2,09,1,0108,999,19,2,9,320,320,9999,9999,7,2006
1,0108,9,09,6,7,09,1,0108,32,32,9,9,320,320,9999,9999,8,2007
1,0108,3,10,11,12,09,1,0108,999,999,9,9,99,99,9999,9999,11,2007
1,0108,8,09,25,6,09,1,0108,23,25,9,9,320,320,9712,9712,7,2007
1,0101,11,09,27,8,09,1,0108,23,999,9,9,320,320,9999,9999,2,1970
1,0101,9,09,2,7,09,1,0108,51,21,2,9,320,320,5221,9712,9,1979
1,0101,1,10,14,12,09,1,0108,999,999,9,9,99,99,9999,9999,7,1979
1,0101,9,09,12,6,09,1,0108,999,999,9,9,320,320,9712,9712,5,1980
10,1001,9,09,16,6,09,1,0108,20,24,9,9,320,320,9999,9711,1,1980
1,0101,1,10,3,4,09,1,0108,999,999,9,9,99,99,9999,9999,2,1981
1,0101,9,09,28,7,09,1,0108,999,999,9,9,320,320,9999,9999,12,1981
1,0101,12,09,29,10,09,1,0108,22,19,9,9,320,320,9712,9712,7,1981
1,0101,2,10,5,11,09,1,0108,999,999,9,9,99,99,9999,9999,7,1982
1,0101,12,09,14,9,09,1,0108,999,22,9,9,320,320,9999,9999,6,1984
15,1506,5,10,21,12,09,1,0108,999,999,9,9,99,99,9999,9999,9,1984
1,0101,6,09,10,3,09,1,0108,46,41,2,2,320,320,9712,9711,2,1985
1,0101,5,10,9,3,09,1,0108,999,999,9,9,99,99,9999,9999,10,1986
1,0101,8,09,22,6,09,1,0108,999,999,9,9,36,320,9999,9999,12,1986
1,0101,11,09,2,7,09,1,0108,24,31,9,9,320,320,4311,4131,4,1987
1,0101,8,09,2,4,09,1,0108,999,999,9,9,320,320,9712,9712,12,1988
1,0108,6,09,3,4,09,1,0108,45,21,9,9,320,320,9712,9712,8,1988
1,0108,8,09,3,2,09,1,0108,45,24,9,9,320,320,5412,9711,8,1988
1,0101,9,09,1,6,09,1,0108,42,38,9,9,320,320,9712,9711,8,1990
1,0101,11,09,7,10,09,1,0108,36,16,9,9,320,320,9712,9711,10,1990
1,0108,11,09,2,9,09,1,0108,25,21,9,9,320,320,2211,9999,11,1991
1,0108,6,09,4,2,09,1,0108,19,999,9,9,320,320,9712,9712,3,1992
1,0108,3,09,21,1,09,1,0108,20,18,9,9,320,320,9712,9712,8,1992
1,0108,2,10,23,9,09,1,0108,999,999,9,9,99,99,9999,9999,3,1992
1,0108,5,09,20,2,09,1,0108,38,41,9,9,320,320,9712,9712,6,1993
1,0108,5,10,21,8,09,1,0108,999,999,9,9,99,99,9999,9999,6,1993
1,0101,10,09,16,6,09,1,0108,20,19,9,9,320,320,9712,9712,5,1994
