DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ
18,1802,7,2012,16,5,18,1801,999,999,9,9,320,320,9,9,9999,9999
18,1802,9,2012,3,7,18,1801,999,999,9,9,320,320,9,9,9999,9999
18,1804,5,2012,15,3,18,1801,999,999,9,9,320,320,9,9,9999,9999
18,1804,5,2012,28,3,18,1801,999,999,9,9,320,320,9,9,9999,9999
18,1804,6,2012,8,3,18,1801,999,999,9,9,320,320,9,9,9999,9999
18,1804,7,2012,20,4,18,1801,999,999,9,9,320,320,9,9,9999,9999
18,1804,7,2012,30,4,18,1801,999,999,9,9,320,320,9,9,9999,9999
18,1804,9,2012,9,8,18,1801,999,999,9,9,320,320,9,9,9999,9999
19,1901,8,2012,5,7,19,1901,999,999,9,9,320,320,9,9,9999,9999
19,1903,8,2012,25,7,19,1901,999,999,9,9,320,320,9,9,9999,9999
19,1903,11,2012,6,11,19,1901,999,999,9,9,320,320,9,9,9999,9999
22,2201,2,2012,24,1,22,2201,999,39,9,9,320,320,9,9,9999,9999
5,0504,8,2012,10,4,5,0502,999,999,9,9,320,320,9,9,9999,9999
13,1304,6,2012,27,2,13,1304,999,999,9,9,320,320,9,9,9999,9999
18,1804,7,2012,16,5,18,1804,999,999,9,9,320,320,9,9,9999,9999
19,1909,6,2012,12,1,19,1909,999,999,9,9,320,320,9,9,9999,9999
18,1802,1,2013,27,11,17,1712,999,999,9,9,320,320,9,9,9999,9999
18,1804,4,2012,17,2,17,1712,999,999,9,9,320,320,9,9,9999,9999
12,1215,3,2012,28,2,12,1215,999,999,9,9,320,320,9,9,9999,9999
12,1215,11,2012,7,2,12,1215,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,21,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
2,0201,12,2012,19,11,2,0201,999,999,2,2,320,320,9,9,9999,9999
2,0206,12,2012,19,11,2,0201,999,999,2,2,320,320,9,9,9999,9999
19,1901,12,2012,21,11,19,1901,999,999,2,2,320,320,9,9,9999,9999
1,0108,10,2012,23,4,1,0108,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,7,3,1,0101,999,999,9,9,720,320,9,9,9999,9999
1,0103,4,2012,7,3,1,0101,999,999,9,9,720,320,9,9,9999,9999
1,0101,9,2012,30,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
13,1301,7,2012,3,7,13,1301,999,999,9,2,320,320,9,1,9999,9999
15,1501,2,2013,23,4,15,1501,999,999,9,9,320,320,9,9,9999,9999
15,1501,4,2012,4,1,15,1501,999,999,9,9,320,320,9,9,9999,9999
22,2201,1,2013,8,3,20,2001,999,999,9,9,320,320,9,9,9999,9999
22,2201,2,2012,9,1,22,2201,999,999,9,9,320,320,9,9,9999,9999
22,2201,4,2012,12,1,22,2201,999,999,9,9,320,320,9,9,9999,9999
22,2201,4,2013,15,11,22,2201,999,999,9,9,320,320,9,9,9999,9999
22,2212,2,2012,23,1,22,2212,999,999,9,9,320,320,9,9,9999,9999
11,1101,2,2013,5,11,11,1101,999,999,9,9,84,320,9,9,9999,9999
1,0101,2,2013,15,11,1,0101,999,999,9,9,188,320,9,9,9999,9999
1,0101,8,2012,18,7,1,0101,999,999,2,2,320,320,9,9,9999,9999
2,0201,5,2012,21,2,2,0201,999,999,2,2,320,320,9,9,9999,9999
2,0201,9,2012,27,4,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0201,10,2012,6,9,2,0201,999,999,2,2,320,320,9,9,9999,9999
2,0201,10,2012,8,10,2,0201,999,999,2,2,320,320,9,9,9999,9999
2,0201,11,2012,22,10,2,0201,999,999,2,2,320,320,9,9,9999,9999
2,0207,4,2012,8,2,2,0201,999,999,2,2,320,320,9,9,9999,9999
9,0901,3,2012,14,2,9,0901,999,999,2,2,320,320,9,9,9999,9999
19,1903,12,2012,13,3,18,1801,999,999,2,2,320,320,9,9,9999,9999
2,0207,11,2012,8,2,2,0207,999,999,2,2,320,320,9,9,9999,9999
2,0201,9,2012,7,8,2,0201,999,999,2,2,320,320,9,9,9999,9999
2,0201,10,2012,13,8,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0201,8,2012,3,7,2,0201,999,999,2,2,320,320,9,9,9999,9999
14,1412,3,2012,21,2,14,1401,999,999,1,1,320,320,9,9,9999,9999
20,2007,10,2012,13,6,20,2001,999,999,2,2,320,320,9,9,9999,9999
17,1711,4,2013,28,3,17,1703,20,19,9,9,320,320,9,9,9999,9999
1,0101,6,2012,20,4,1,0101,24,20,1,2,320,724,9,9,9999,9999
1,0101,2,2013,22,10,1,0101,25,999,2,9,320,320,9,9,9999,9999
1,0101,1,2013,26,11,1,0101,26,999,2,2,320,320,9,9,9999,9999
3,0301,4,2012,19,3,3,0301,26,24,2,2,320,320,9,9,9999,9999
1,0107,4,2012,1,3,1,0101,27,26,9,9,320,320,9,9,9999,9999
16,1601,11,2012,12,6,16,1601,27,26,1,1,320,320,9,9,9999,9999
2,0207,5,2012,8,5,2,0201,28,23,2,2,320,320,9,9,9999,9999
16,1609,2,2013,7,12,16,1601,28,25,9,1,320,320,9,1,9999,9999
16,1601,2,2013,28,9,16,1601,29,25,1,1,320,320,9,9,9999,9999
20,2007,3,2013,17,8,20,2001,29,24,2,9,320,320,9,9,9999,9999
1,0111,10,2012,4,9,1,0101,30,28,1,9,320,320,9,1,9999,9999
12,1203,5,2012,20,2,12,1201,31,30,2,2,320,320,9,9,9999,9999
10,1008,4,2012,29,3,10,1001,32,999,1,9,320,320,9,9,9999,9999
14,1406,1,2013,13,12,14,1401,32,33,9,9,320,320,9,9,9999,9999
7,0709,11,2012,28,2,7,0709,32,35,2,2,320,320,9,9,9999,9999
1,0107,7,2012,2,5,1,0101,33,33,9,9,320,320,9,9,9999,9999
16,1609,8,2012,24,2,16,1601,35,38,9,9,320,320,9,9,9999,9999
1,0101,9,2012,20,8,1,0101,36,42,2,2,320,320,9,9,9999,9999
16,1601,2,2013,13,6,16,1601,37,37,1,1,320,320,9,9,9999,9999
10,1009,1,2013,22,5,10,1009,41,37,1,1,320,320,9,1,9999,9999
13,1301,7,2012,2,5,13,1301,44,999,2,9,320,320,9,9,9999,9999
16,1609,10,2012,2,2,16,1601,52,47,1,1,320,320,9,9,9999,9999
19,1901,11,2012,21,9,19,1901,56,48,2,2,320,320,9,9,9999,9999
9,0901,2,2012,19,1,9,0901,69,999,2,9,320,320,9,9,9999,9999
1,0101,1,2013,27,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,29,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,13,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2012,1,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,10,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,4,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,17,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,26,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,30,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,21,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,26,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,28,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,3,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,30,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,2,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,2,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,6,12,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,7,12,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,8,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,11,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,15,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,15,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,16,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,17,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,17,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,18,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,18,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,20,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,22,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,23,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,27,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,28,12,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,29,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,1,2013,30,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2012,1,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2012,10,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2012,10,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2012,18,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2012,25,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,2,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,15,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,15,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,17,4,1,0101,999,999,2,2,320,320,9,9,9999,9999
1,0101,2,2013,17,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,17,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,17,12,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,18,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,25,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,25,10,1,0101,999,61,9,9,320,320,9,1,9999,9999
1,0101,2,2013,29,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,2,2013,30,10,1,0101,999,28,9,2,320,320,9,9,9999,9999
1,0101,2,2013,31,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2012,6,2,1,0101,999,58,9,9,320,320,9,9,9999,9999
1,0101,3,2012,6,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2012,7,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2012,21,2,1,0101,999,999,9,9,320,340,9,9,9999,9999
1,0101,3,2012,26,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2012,31,1,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0101,3,2013,2,10,1,0101,999,999,9,9,320,840,9,9,9999,9999
1,0101,3,2013,11,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2013,15,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2013,16,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,3,2013,21,12,1,0101,999,999,9,9,320,723,9,9,9999,9999
1,0101,3,2013,26,12,1,0101,999,999,9,9,320,9999,9,9,9999,9999
1,0101,3,2013,30,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2012,9,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2012,16,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2012,20,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2012,23,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2012,30,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2013,6,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2013,16,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2013,17,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2013,18,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,4,2013,27,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,5,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,6,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,13,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,14,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,16,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,16,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,17,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,20,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,23,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,27,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,29,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,30,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,5,2012,30,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,6,2012,2,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,6,2012,12,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,6,2012,13,2,1,0101,999,48,9,2,320,320,9,9,9999,9999
1,0101,6,2012,20,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,6,2012,28,5,1,0101,999,41,9,9,320,320,9,9,9999,9999
1,0101,6,2012,29,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,6,2012,30,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,4,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,7,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,12,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,15,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,18,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,20,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,21,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,7,2012,28,6,1,0101,999,999,2,2,320,320,9,9,9999,9999
1,0101,8,2012,2,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,6,1,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0101,8,2012,7,6,1,0101,999,26,9,2,320,320,9,1,9999,9999
1,0101,8,2012,9,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,13,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,14,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,17,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,19,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,20,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,22,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,25,6,1,0101,999,39,9,9,320,320,9,9,9999,9999
1,0101,8,2012,27,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,30,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,8,2012,30,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,6,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,9,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,10,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,11,4,1,0101,999,26,9,2,320,320,9,1,9999,9999
1,0101,9,2012,13,8,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0101,9,2012,15,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,20,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,20,7,1,0101,999,57,9,9,320,222,9,1,9999,9999
1,0101,9,2012,23,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,25,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,25,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,26,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,27,4,1,0101,999,999,9,9,320,858,9,1,9999,9999
1,0101,9,2012,28,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,30,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,9,2012,31,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,1,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,10,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,11,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,12,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,14,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,17,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,17,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,20,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,20,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,24,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,24,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,25,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,25,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,26,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,28,8,1,0101,999,999,2,2,320,320,9,9,9999,9999
1,0101,10,2012,30,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,30,7,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0101,10,2012,30,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,10,2012,31,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,2,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,3,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,4,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,4,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,6,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,13,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,16,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,22,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,25,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,27,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,27,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,11,2012,27,9,1,0101,999,999,2,9,320,320,9,9,9999,9999
1,0101,12,2012,1,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,12,2012,3,8,1,0101,999,999,9,9,320,1020,9,9,9999,9999
1,0101,12,2012,3,10,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0101,12,2012,5,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,12,2012,6,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,12,2012,10,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,12,2012,16,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,12,2012,21,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,12,2012,23,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0101,12,2012,26,9,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0101,12,2012,30,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0102,1,2013,10,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0103,2,2013,28,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0103,7,2012,3,7,1,0101,999,999,9,2,320,320,9,1,9999,9999
1,0103,7,2012,6,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0103,7,2012,15,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0105,8,2012,6,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0106,1,2013,31,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0106,2,2013,26,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0106,8,2012,18,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0106,9,2012,30,4,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0106,10,2012,20,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0106,11,2012,24,7,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0108,1,2013,10,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0108,3,2013,28,5,1,0101,999,999,9,9,320,320,9,1,9999,9999
1,0108,7,2012,3,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0108,8,2012,27,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0110,6,2012,28,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0110,11,2012,25,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0114,3,2013,29,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0114,10,2012,18,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0116,1,2013,14,12,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0117,6,2012,17,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0117,7,2012,7,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0117,8,2012,22,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
1,0117,11,2012,13,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
2,0202,3,2013,31,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
2,0202,12,2012,26,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
3,0301,7,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
3,0301,8,2012,30,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
3,0301,11,2012,17,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
3,0309,7,2012,7,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
3,0310,6,2012,2,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
4,0401,7,2012,2,3,1,0101,999,42,9,1,320,320,9,1,9999,9999
5,0501,4,2012,20,2,1,0101,999,39,9,9,320,320,9,1,9999,9999
5,0501,4,2013,30,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
5,0502,10,2012,16,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
5,0503,3,2012,10,2,1,0101,999,999,9,9,320,320,9,1,9999,9999
5,0503,4,2012,18,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
5,0503,11,2012,24,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
5,0511,4,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
5,0511,8,2012,13,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
6,0603,7,2012,18,6,1,0101,999,999,9,9,320,320,9,9,9999,9999
6,0613,4,2012,10,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
8,0802,1,2013,26,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
11,1101,1,2013,31,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
12,1216,8,2012,13,3,1,0101,999,999,9,9,320,320,9,9,9999,9999
13,1301,4,2013,30,11,1,0101,999,999,9,9,320,320,9,9,9999,9999
13,1326,4,2012,13,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
16,1601,10,2012,23,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
19,1901,2,2013,1,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
19,1902,10,2012,2,8,1,0101,999,999,9,9,320,320,9,9,9999,9999
19,1904,10,2012,13,9,1,0101,999,999,9,9,320,320,9,9,9999,9999
19,1910,6,2012,28,5,1,0101,999,999,9,9,320,320,9,9,9999,9999
20,2011,3,2012,13,1,1,0101,999,999,9,9,320,320,9,9,9999,9999
20,2011,4,2012,3,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
20,2011,8,2012,19,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
22,2204,3,2012,14,2,1,0101,999,999,9,9,320,320,9,9,9999,9999
22,2205,6,2012,18,5,1,0101,999,33,9,2,320,320,9,9,9999,9999
22,2213,3,2013,1,10,1,0101,999,999,9,9,320,320,9,9,9999,9999
22,2217,1,2013,2,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
22,2217,9,2012,9,7,1,0101,999,999,9,9,320,320,9,9,9999,9999
2,0201,10,2012,26,9,2,0201,999,33,9,9,320,320,9,9,9999,9999
2,0202,4,2012,5,3,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0202,5,2012,8,3,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0202,5,2012,17,1,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0202,5,2012,27,4,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0202,9,2012,16,7,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0202,11,2012,4,9,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0202,12,2012,8,10,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,3,2012,19,1,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,3,2013,11,6,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,6,2012,17,1,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,7,2012,20,2,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,8,2012,2,3,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,8,2012,12,1,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,10,2012,5,9,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,11,2012,10,10,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,11,2012,14,5,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0203,11,2012,29,8,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0207,10,2012,5,9,2,0201,999,999,9,9,320,320,9,9,9999,9999
2,0207,12,2012,2,10,2,0201,999,999,9,9,320,320,9,9,9999,9999
5,0506,12,2012,1,10,2,0201,999,999,9,9,320,320,9,9,9999,9999
3,0301,1,2013,3,10,3,0301,999,999,2,2,320,320,9,9,9999,9999
